Month LODGED >;31-Dec-24;30-Nov-24;31-Oct-24;30-Sep-24;31-Aug-24;31-Jul-24;30-Jun-24;31-May-24;30-Apr-24;31-Mar-24;29-Feb-24;31-Jan-24;31-Dec-23;30-Nov-23;31-Oct-23;30-Sep-23;31-Aug-23;31-Jul-23;30-Jun-23;31-May-23;30-Apr-23;31-Mar-23;28-Feb-23;31-Jan-23;31-Dec-22;30-Nov-22;31-Oct-22;30-Sep-22;31-Aug-22;31-Jul-22;30-Jun-22;31-May-22;30-Apr-22;31-Mar-22;28-Feb-22;31-Jan-22
30-Jun-24;;;;;;;998;1451;1247;1497;1477;1726;2076;1579;1212;1488;480;1094;4971;5855;6342;3764;539;303;197;148;57;26;9;10;35;32;13;8;14;10
